,Time,Link,Title,Authors,Tickers,Strategy
0," May 15, 2017, 8:00 AM ",/article/4073194-next-restaurant-stock-likely-acquired-bojangles,The Next Restaurant Stock Likely To Be Acquired: Bojangles', MM Cap,BOJA,Long
1," May 15, 2017, 7:42 AM ",/article/4073199-transocean-weighing-pros-cons,Transocean: Weighing The Pros And Cons, D.M. Martins Research,RIG,Long
2," May 15, 2017, 7:00 AM ",/article/4073121-facebook-anything-undervalued,"Facebook: If Anything, It's Undervalued", Brandon Dempster,FB,Long
3," May 15, 2017, 6:00 AM ",/article/4073084-corning-apples-investment-likely-win-shareholders,Corning: Apple's Investment A Likely Win For Shareholders, Willow Street Investments,GLW,Long
4," May 15, 2017, 5:45 AM ",/article/4072971-coty-inc-shares-rocket-higher-next,"Coty, Inc.: Shares Rocket Higher, But What Is Next?", Willow Street Investments,COTY,Long
5," May 15, 2017, 5:28 AM ",/article/4073165-home-depot-set-outperform,Home Depot Set To Outperform Again, Harshal Patel,HD,Long
6," May 15, 2017, 4:55 AM ",/article/4073162-bluelinx-turnaround-story-strong-business-moat,BlueLinx: A Turnaround Story With Strong Business Moat, Investonomics,BXC,Long
7," May 15, 2017, 4:09 AM ",/article/4073151-gatx-corporation-valuation-analysis-stock-buy-sell,GATX Corporation Valuation Analysis - Is Stock A Buy Or Sell?, HF Analyst,GATX,Long
8," May 15, 2017, 3:20 AM ",/article/4073149-china-slowdown-acacia-communications-will-come-back-stronger,"It's That China Slowdown Again, But Acacia Communications Will Come Back Stronger", Shareholders Unite,ACIA,Long
9," May 15, 2017, 2:10 AM ",/article/4073144-waiting-signs-stabilization,Waiting For Signs Of Stabilization, Jozef Bystricky,BBBY,Long
10," May 15, 2017, 2:10 AM ",/article/4073143-break-ctrip-going-last,The Break-Out At Ctrip Is Going To Last, Shareholders Unite,CTRP,Long
11," May 15, 2017, 1:42 AM ",/article/4073129-scotts-miracle-gro-company-riding-high-legal-marijuana,The Scotts Miracle-Gro Company: Riding High On Legal Marijuana, The Bull Case,SMG,Long
12," May 15, 2017, 1:20 AM ",/article/4073133-disneys-main-tv-division-may-better-looks,Why Disney's Main TV Division May Be Better Off Than It Looks, The Entertainment Oracle,DIS,Long
13," May 15, 2017, 1:19 AM ",/article/4073131-snaps-long-term-story-unchanged-superior-business-model-trading-discount-facebook,Snap's Long-Term Story Unchanged: Superior Business Model Trading At A Discount To Facebook, True North Alger,SNAP,Long
14," May 15, 2017, 12:28 AM ",/article/4073125-priceline-good-times,Priceline: Are The Good Times Over?, Integrator,BKNG,Long
15," May 15, 2017, 12:16 AM ",/article/4073122-will-lowered-guidance-affect-priceline,How Will The Lowered Guidance Affect Priceline?, Damon Verial,BKNG,Long
16," May 14, 2017, 11:28 PM ",/article/4073118-blackberry-like-company,BlackBerry - This Is Why I Like The Company, WappCap,BB,Long
17," May 14, 2017, 9:29 PM ",/article/4073114-gigamon-natural-acquisition-target-essence-business,Gigamon: A Natural Acquisition Target By The Essence Of Its Business, Jay Wei,GIMO,Long
18," May 14, 2017, 8:31 PM ",/article/4073113-nvidia-focus-long-term-picture,Nvidia: Focus On The Long-Term Picture, RoaringInvestor,NVDA,Long
19," May 14, 2017, 8:22 PM ",/article/4073112-macys-mea-culpa-shame,Macy's Mea Culpa: What A Shame, Orange Peel Investments,M,Long
20," May 14, 2017, 7:47 PM ",/article/4073108-facebook-can-beat-competition,Facebook Can Beat All The Competition, Abba's Aces,FB,Long
21," May 14, 2017, 7:29 PM ",/article/4073109-chicago-bridge-and-irons-irrational-descent,Chicago Bridge & Iron's Irrational Descent, Daniel Jones,CBI,Long
22," May 14, 2017, 4:49 PM ",/article/4073093-family-controlled-ford-making-long-term-decisions,Family Controlled Ford Making Long-Term Decisions, The Family Business Professor,F,Long
23," May 14, 2017, 3:40 PM ",/article/4073091-dd-recent-mbs-acquisition-barnes-and-noble-education,DD On The Recent MBS Acquisition From Barnes & Noble Education, Veni Vidi Emi,BNED,Long
24," May 14, 2017, 9:11 AM ",/article/4073074-pepsico-soda-tax-opportunity,PepsiCo: The Soda Tax Is The Opportunity, StrategyDoc,PEP,Long
25," May 14, 2017, 3:11 AM ",/article/4073030-express-scripts-growth-appeals-billionaire-klarmans-margin-safety-criteria,Express Scripts Growth Appeals To Billionaire Klarman's Margin Of Safety Criteria, Andrew Sather,ESRX,Long
26," May 14, 2017, 2:51 AM ",/article/4073028-broadridge-financial-solid-steady-growth-continues,Broadridge Financial - Solid Steady Growth Continues, Charles Fournier,BR,Long
27," May 14, 2017, 2:10 AM ",/article/4073023-dryships-first-tranche-debt-funding-likely-june-30th,DryShips: First Tranche Of Debt Funding Likely By June 30th, Morningsidepark,DRYS,Long
28," May 14, 2017, 2:01 AM ",/article/4073021-kinder-morgan-kissing-canada-goodbye,Is Kinder Morgan Kissing Canada Goodbye?, Long Player,KMI,Long
29," May 13, 2017, 11:32 PM ",/article/4072997-price-target-reliance-steel-and-aluminum,Price Target For Reliance Steel & Aluminum, TINO IQ,RS,Long
30," May 13, 2017, 3:37 PM ",/article/4072970-walt-disney-company-post-earnings-valuation,The Walt Disney Company: Post-Earnings Valuation, HF Analyst,DIS,Long
31," May 13, 2017, 8:14 AM ",/article/4072910-dinner-7-eleven-takers,Dinner At 7-Eleven. Any Takers?, Kenkyo Investing,"SVNDY, SVNDF",Long
32, DYN,/article/4133302-sa-interview-absolute-return-investing-dichotomy-capital,SA Interview: Absolute Return Investing With Dichotomy Capital," May 13, 2017, 7:30 AM ",Editors' Pick ,Long
33, ARNGF,/article/4072558-argonaut-gold-looks-better-ever,Argonaut Gold Looks Better Than Ever," May 13, 2017, 7:22 AM ",Editors' Pick ,Long
34," May 13, 2017, 4:12 AM ",/article/4072890-obesity-epidemic-roche-bristol-myers-sitting-mighty-prospect,The Obesity Epidemic: Are Roche And Bristol-Myers Sitting On A Mighty Prospect?, Strong Bio,"RHHBY, BMY",Long
35," May 13, 2017, 3:39 AM ",/article/4072887-carrizo-oil-and-gas-new-risk-reward-profile,Carrizo Oil & Gas: A New Risk-Reward Profile, Jacob Urban,CRZO,Long
36," May 12, 2017, 6:59 PM ",/article/4072802-five-prime-therapeutics-attractive-entry-level,Five Prime Therapeutics At An Attractive Entry Level, Dan Strack,FPRX,Long
37," May 12, 2017, 5:31 PM ",/article/4072794-electronic-arts-possible-investment-idea-pullback,Electronic Arts: Possible Investment Idea After Pullback, Steven Mallas,EA,Long
38, CPHC,/article/4072785-canterbury-park-classic-asset-play,Canterbury Park Is A Classic Asset Play," May 12, 2017, 4:57 PM ",Editors' Pick ,Long
39," May 12, 2017, 4:29 PM ",/article/4072757-chesapeake-energy-rising-like-phoenix-ashes-oil-crisis,Chesapeake Energy Is Rising Like The Phoenix From The Ashes Of The Oil Crisis, David White,CHK,Long
40," May 12, 2017, 3:46 PM ",/article/4072753-t-great,AT&T: This Is Great, Quad 7 Capital,T,Long
41," May 12, 2017, 3:23 PM ",/article/4072744-u-s-steel-moving-forward,U.S. Steel - Moving Forward, William Sabin,X,Long
42," May 12, 2017, 3:20 PM ",/article/4072724-3-reasons-eog-resources-will-outperform,3 Reasons Why EOG Resources Will Outperform, Sarfaraz A. Khan,EOG,Long
43," May 12, 2017, 2:57 PM ",/article/4072730-bellatrix-q1-earnings-analysis,Bellatrix Q1 Earnings Analysis, HFIR,BXE,Long
44, GES,/article/4072705-guess-likely-exceed-u-s-store-sales-guidance,Guess Is Likely To Exceed U.S. Same-Store Sales Guidance," May 12, 2017, 2:37 PM ",Editors' Pick ,Long
45," May 12, 2017, 1:29 PM ",/article/4072659-delphi-worth-test-drive,Delphi: Worth A Test Drive, Anna Gibson,DLPH,Long
46," May 12, 2017, 1:24 PM ",/article/4072689-advansix-starting-2017-strong-add-dips,"AdvanSix - Starting 2017 Strong, Add On Dips", The Value Investor,ASIX,Long
47," May 12, 2017, 1:22 PM ",/article/4072677-make-trip-still-buy-52-week-high,Make My Trip: Still A Buy At 52-Week High, Siddharth,MMYT,Long
48," May 12, 2017, 12:29 PM ",/article/4072665-wells-fargo-long-term-buy-case-enhanced-new-targets,Wells Fargo: Long-Term Buy Case Enhanced By New Targets, FIG Ideas,WFC,Long
49," May 12, 2017, 12:17 PM ",/article/4072658-weibo-still-room-grow,Weibo - Still With Room To Grow?, Oisin Breen,WB,Long
50," May 12, 2017, 12:07 PM ",/article/4072656-trade-general-electric-new-52-week-low,How To Trade General Electric At A New 52-Week Low, Alessandro Pasetti,GE,Long
51," May 12, 2017, 11:49 AM ",/article/4072636-dryships-stay-away,DryShips: Stay Away, Orthodox Investor,DRYS,Long
52," May 12, 2017, 11:34 AM ",/article/4072643-snap-remaining-top-internet-idea-2017,Snap: Remaining A Top Internet Idea For 2017, Alex Cho,SNAP,Long
53," May 12, 2017, 11:27 AM ",/article/4072626-crocs-snap,Crocs: Snap It Up, Castle Consumer Investing,CROX,Long
54," May 12, 2017, 11:19 AM ",/article/4072637-highpower-q1-slam-dunk-reiterate-buy-recommendation-increase-pt-7,Highpower: Q1 Was A Slam-Dunk; Reiterate BUY Recommendation And Increase PT To $7, Michael Fitzsimmons,HPJ,Long
55," May 12, 2017, 11:02 AM ",/article/4072618-iconix-brand-groups-debt-concerns-behind,Iconix Brand Group's Debt Concerns Are Behind It, Sound Investment,ICON,Long
56," May 12, 2017, 10:41 AM ",/article/4072611-gse-man-can-stop-nws-suggests-will,GSE Man Who Can Stop The NWS Suggests He Will, Glen Bradford,"FNMA, FMCC",Long
