Authors,Link,Title,Strategy,Tickers,Date,Opening Price,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18,Week19,Week20,Week21,Week22,Week23,Week24,Week25,Week26,Week27,Week28,Week29,Week30,Week31,Week32,Week33,Week34,Week35,Week36,Week37,Week38,Week39,Week40,Week41,Week42,Week43,Week44,Week45,Week46,Week47,Week48,Week49,Week50,Week51,Week52,Performance
 Mark Hibben,/article/4034776-apple-oddly-satisfying-touchscreen-mac,Apple: The 'Oddly Satisfying' Touchscreen Mac,Long,AAPL,2017-01-03,116.150002,118.989998,120.0,120.08000200000001,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,0
 The Entertainment Oracle,/article/4036700-apple-original-programming-rumors-may-true-time,Why The Apple Original Programming Rumors May Be True... This Time,Long,AAPL,2017-01-09,118.989998,120.0,120.08000200000001,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,0
 Mark Hibben,/article/4036699-peter-thiel-wrong-apple,Why Peter Thiel Is Wrong About Apple,Long,AAPL,2017-01-09,118.989998,120.0,120.08000200000001,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,0
 The Entertainment Oracle,/article/4036044-media-industry-take-apple-musics-original-content-seriously,Why The Media Industry Should Take Apple Music's Original Content More Seriously,Long,AAPL,2017-01-09,118.989998,120.0,120.08000200000001,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,0
 Taylor Dart,/article/4036000-apple-trend-friend,Apple: The Trend Is Your Friend,Long,AAPL,2017-01-09,118.989998,120.0,120.08000200000001,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,0
 D.M. Martins Research,/article/4035735-apples-next-big-thing-already,Apple's 'Next Big Thing' Is Already Here,Long,AAPL,2017-01-09,118.989998,120.0,120.08000200000001,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,0
 Bill Maurer,/article/4035393-apple-ipad-strategy,Apple: What's The iPad Strategy?,Long,AAPL,2017-01-09,118.989998,120.0,120.08000200000001,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,0
 Mark Hibben,/article/4035348-apple-10-years-iphones-full-potential-still-unrealized,"Apple: After 10 Years, iPhone's Full Potential Is Still Unrealized",Long,AAPL,2017-01-09,118.989998,120.0,120.08000200000001,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,0
 Antonio Carradinha,/article/4035282-apple-investors-must-decide-right-thing,Apple Investors Must Decide The Right Thing To Do,Long,AAPL,2017-01-09,118.989998,120.0,120.08000200000001,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,0
 Paulo Santos,/article/4038275-apple-unexpected-positive-appears,Apple: An Unexpected Positive Appears,Long,AAPL,2017-01-17,120.0,120.08000200000001,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,0
 Mark Hibben,/article/4038269-apple-renewing-mac-focus-new-year,Apple: Renewing Mac Focus In The New Year,Long,AAPL,2017-01-17,120.0,120.08000200000001,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,0
 Rinse Terpstra,/article/4037413-apple-user-base,Apple: It's All About The User Base,Long,AAPL,2017-01-17,120.0,120.08000200000001,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,0
 Orange Peel Investments,/article/4037382-apple-expect-new-time-highs-2017,Apple: Why We Expect New All-Time Highs In 2017,Long,AAPL,2017-01-17,120.0,120.08000200000001,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,0
 Michael Blair,/article/4037110-weak-demand-may-impact-apple-stock,Weak Demand May Impact Apple Stock,Short,AAPL,2017-01-17,120.0,120.08000200000001,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,0
 J. M. Manness,/article/4040495-apple-repurchase-program-positive-effects,Apple Repurchase Program - Positive Effects,Long,AAPL,2017-01-23,120.08000200000001,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,0
 Open Square Capital,/article/4039864-apple-buy-disney-creating-trillion-dollar-mousetrap,Apple Should Buy Disney: Creating A Trillion-Dollar Mousetrap,Long,AAPL,2017-01-23,120.08000200000001,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,0
 Jay Somaney,/article/4039312-apple-pulled-deal-manufacture-india,Has Apple Pulled Off A Deal To Manufacture In India?,Long,AAPL,2017-01-23,120.08000200000001,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,0
 GrassisGreenCap,/article/4038678-apple-ultimate-super-cycle-death-blow,Apple: The Ultimate Super-Cycle Death Blow,Long,AAPL,2017-01-23,120.08000200000001,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,0
 Individual Trader,/article/4042046-apples-earnings-blow-bears,Apple's Earnings Is A Blow To Bears,Long,AAPL,2017-01-30,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,121.629997,0
 ALT Perspective,/article/4042018-apple-india-story-says,Apple: The India Story Says It All,Long,AAPL,2017-01-30,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,121.629997,0
 Orange Peel Investments,/article/4041889-apple-shareholder-bonus-check-year,Apple: Shareholder 'Bonus Check' This Year?,Long,AAPL,2017-01-30,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,121.629997,0
 Taylor Dart,/article/4041766-apple-taking-profits-yet,Apple: Why I'm Not Taking Profits Yet,Long,AAPL,2017-01-30,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,121.629997,0
 Alex Cho,/article/4041620-apple-managed-build-wall-underneath-stock,Apple Managed To Build A Wall Underneath The Stock,Long,AAPL,2017-01-30,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,121.629997,0
 ChuckJones,/article/4040996-apples-music-major-contributor-services-revenue-growth,Apple's Music Is A Major Contributor To Services Revenue Growth,Long,AAPL,2017-01-30,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,121.629997,0
 Mark Hibben,/article/4040951-apples-december-quarter-expect-expected,Apple's December Quarter: Expect The Expected,Long,AAPL,2017-01-30,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,121.629997,0
 Alex Cho,/article/4040682-apple-likely-beat-earnings-estimates-week,Apple Likely To Beat Earnings Estimates This Week,Long,AAPL,2017-01-30,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,121.629997,0
 Samadhi Partners,/article/4041075-apple-forgotten-think-different,Apple Has Forgotten How To 'Think Different',Short,AAPL,2017-01-30,121.629997,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,121.629997,0
 Alex Cho,/article/4045215-apples-chinese-segment-will-come-back-next-quarter,Apple's Chinese Segment Will Come Back Next Quarter,Long,AAPL,2017-02-06,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,121.629997,130.28999299999998,0
 Bill Maurer,/article/4044927-apple-1000-iphone,"Apple: The $1,000 iPhone",Long,AAPL,2017-02-06,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,121.629997,130.28999299999998,0
 ALT Perspective,/article/4044858-apple-india-force-awakens,Apple In India: The Force Awakens,Long,AAPL,2017-02-06,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,121.629997,130.28999299999998,0
 Benjamin Black,/article/4044756-apple-one-hand-worth-two-bush,Apple: One In The Hand Is Worth Two In The Bush,Long,AAPL,2017-02-06,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,121.629997,130.28999299999998,0
 Alex Cho,/article/4044354-avoid-one-pothole-valuing-apple-shares,Avoid This One Pothole When Valuing Apple Shares,Long,AAPL,2017-02-06,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,121.629997,130.28999299999998,0
 Alex Cho,/article/4043908-apple-channel-inventory-analysis-suggests-upside-unit-shipments,Apple: Channel Inventory Analysis Suggests Upside For Unit Shipments,Long,AAPL,2017-02-06,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,121.629997,130.28999299999998,0
 Giovanni DiMauro,/article/4043844-warren-buffett-loves-apple-can-stock-hit-150,"Warren Buffett Loves Apple, Can The Stock Hit $150?",Long,AAPL,2017-02-06,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,121.629997,130.28999299999998,0
 Nikhil Gupta,/article/4043649-will-apple-watch-success,Will Apple Watch Be A Success?,Long,AAPL,2017-02-06,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,121.629997,130.28999299999998,0
 Jay Somaney,/article/4043037-reasons-apple-hot-manufacture-india,Reasons Why Apple Is Hot To Manufacture In India,Long,AAPL,2017-02-06,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,121.629997,130.28999299999998,0
 Mycroft Friedrich,/article/4043024-apple-knocked-worlds-valuable-brand-next,Apple Knocked Off As The World's Most Valuable Brand: What's Next?,Long,AAPL,2017-02-06,130.28999299999998,133.28999299999998,136.699997,136.929993,139.33999599999999,139.199997,141.46000700000005,140.880005,143.699997,143.169998,141.830002,143.639999,146.580002,153.009995,155.699997,153.990005,153.669998,153.929993,145.419998,146.33999599999999,145.820007,143.5,145.059998,149.559998,152.08999599999999,148.729996,158.809998,159.850006,157.21000700000005,161.470001,162.080002,161.5,158.669998,150.550003,153.809998,155.83999599999999,159.880005,156.169998,166.720001,174.25,173.970001,169.979996,174.08999599999999,169.800003,172.669998,176.419998,170.570007,116.150002,118.989998,120.0,120.08000200000001,121.629997,130.28999299999998,0
